threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href
"垢版
|
0682 名無しどんぶらこ 2025/11/27(木) 23:55:12.34","実際は逆で中国で日本人学校の生徒が刺されたり

日本人が不当にスパイ容疑で拘束されたりしてるんだよな？",,,,,,ID:df3kAIF80,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0683 名無しどんぶらこ 2025/11/27(木) 23:55:54.55","全く日本人絡んでないと思うけどでっち上げで中国人が来ないならラッキー
ただそれにより中国内の日本人が危害加えられないか心配ではある",,,,,,ID:/c4V2Hp+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0684 名無しどんぶらこ 2025/11/27(木) 23:56:27.41",">>672
日本で襲われたとかってニュースあったりしたけど
日本人に襲われたんじゃなくて、同郷の連中同士の争いとかだったりするんだよね
それでも日本攻撃の口実にしてくるんだろうし、考えるだけ無駄だよ",,>>672,,,,ID:tJlFyDon0(13/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0685 名無しどんぶらこ 2025/11/27(木) 23:56:33.51",">>675
あの韓国でさえ中国はクレイジーって発狂をして
奇行を繰り返してるからな
まさか中国は韓国や北朝鮮以下なんて思わなかったよ",,>>675,,,,ID:+c1/KuGu0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0686 名無しどんぶらこ 2025/11/27(木) 23:56:38.02",ネトウヨは感情的にただ煽るだけかも知れないが、つき合わされる国民はたまったものではない。,,,,,,ID:Pq7nRTWd0(6/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0687 名無しどんぶらこ 2025/11/27(木) 23:57:06.31",">>578
元ネタの南京事件を盛った本多勝一とアサヒ
それを100倍盛った中国共産党",,>>578,,,,ID:V49p/kiy0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0688 名無しどんぶらこ 2025/11/27(木) 23:57:25.56","在日中国人へ帰国を促せよ
やれよ　日本は中国人には危険そうだ",,,,,,ID:m+vY6h3A0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0689 名無しどんぶらこ 2025/11/27(木) 23:57:41.75",滞在者まだおるやろ帰らせないといけない,,,,,,ID:CUfJfF+r0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0690 名無しどんぶらこ 2025/11/27(木) 23:58:12.49","中共がいくら行くなと言っても、中国人民は勝手に東京に来てますよ
ここまで人民からガン無視されている中国政府ってどうなんですかね",,,,,,ID:89QIfx970,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0691 名無しどんぶらこ 2025/11/27(木) 23:58:13.18",かまってちゃんでしつこいわ,,,,,,ID:OTDWRzIW0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0692 名無しどんぶらこ 2025/11/27(木) 23:58:13.67",外でわざわざ「うわ中国人だ嫌がらせしよう」なんてがらの悪いやつ政治に興味なさそうだし知らんのちゃう　まあでも日本の朝鮮学校の生徒に恫喝まがいのことするヤバい人たちも一部いるからなんとも言えんか,,,,,,ID:S1Sw3Q5Z0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0693 名無しどんぶらこ 2025/11/27(木) 23:58:16.50","勝手に自殺してたのもいたな
迷惑だから自分の国に帰ってから自殺しろよと思うのだが、もしかすると帰国すらしたくなかったのかもしれん",,,,,,ID:hqOTSRRI0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0694 名無しどんぶらこ 2025/11/27(木) 23:58:23.96","ずっと中国と上下朝鮮は敵国だぞ
在日とか飼ってる場合じゃないんだよ",,,,,,ID:Y089Oeig0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0695 名無しどんぶらこ 2025/11/27(木) 23:58:30.10","安倍ちゃんになんとなく盲信してたやつは
一歩下がった上で高市を推してるだろ
信じてたものがそういう存在じゃなかった時はショックが大きいからね",,,,,,ID:nxNj/uiF0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0696 名無しどんぶらこ 2025/11/27(木) 23:58:31.40",すげーなこのニュース一色じゃん。何か不自然だぜ,,,,,,ID:ReAnbIV/0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0697 名無しどんぶらこ 2025/11/27(木) 23:58:38.02",">>3
ヤバイヤバイ日本は危険
行くのやめよう！

最近白人観光客ばっかりよ
平和",,>>3,,,,ID:EfrZu8lH0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0698 名無しどんぶらこ 2025/11/27(木) 23:58:50.64",">>680
しっかしさぁ
言った言わない論争になりつつある時に、
自分が応援する人が言って無いことねつ造するってどういうメンタリティやろね",,>>680,,,,ID:VKlz1dTT0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0699 名無しどんぶらこ 2025/11/27(木) 23:58:55.36","国民栄誉賞受賞者であり、日本の至宝、日本が世界に誇るスーパーアスリートでありスーパースタである
フィギュアスケート羽生さんもこう仰ってる

「日本と中国は隣であるからこそ、もっともっと良い関係でありたいですよね。

より理解しあって、交流が深まるよう、そのきっかけとなりたい。

これからの50年も共に力を合わせて頑張っていきましょう。明日のために未来のために。

私たちのために、そして私たちの次の世代のために一緒に頑張っていきましょう」",,,,,,ID:cNzG9yn60,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0700 名無しどんぶらこ 2025/11/27(木) 23:59:25.35",やはり南京大虐殺はあったんだ,,,,,,ID:ZwI+ltgV0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0701 名無しどんぶらこ 2025/11/27(木) 23:59:52.42",WW2なんて庶民にSNSも無いしこんなサイバー無こともなかったろうしな、テレビやラジオの政府の見解だけただ受け入れる,,,,,,ID:Qn6FPnIJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0702 名無しどんぶらこ 2025/11/28(金) 00:00:36.95",日本保守党もやり口がそっくりだな,,,,,,ID:ZGH9uywq0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0703 名無しどんぶらこ 2025/11/28(金) 00:00:48.33",">>693
ガスで自殺しようとして、やっぱ辞めて一服してぶっとんでたヤツいたよな
ああいのでも難癖つけて殴りかかってくるんでしょ、マジでキティーGuy",,>>693,,,,ID:WKqeW+1W0(1/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0704 名無しどんぶらこ 2025/11/28(金) 00:00:49.89",">>648
まあ日本でもオールドメディアしか見ない爺婆は騙されてるねえ",,>>648,,,,ID:Bkb0btLD0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0705 名無しどんぶらこ 2025/11/28(金) 00:00:57.33","どうぞどうぜ
日本人は誰も困ってないので",,,,,,ID:nOt2hn7E0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0706 名無しどんぶらこ 2025/11/28(金) 00:01:22.49","真実を言われてしまいました。

もう来ないでくれ",,,,,,ID:pnf53rO10,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0707 名無しどんぶらこ 2025/11/28(金) 00:01:27.55","韓国人がアウトチャイナデモを起こしてたぞ

中国人が観光地で所構わずうんこするもんだから",,,,,,ID:/puGZs2n0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0708 名無しどんぶらこ 2025/11/28(金) 00:01:34.32",今すぐ帰国しろと言えないのは中国では仕事が無いからｗ,,,,,,ID:fgPP4EFF0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0709 名無しどんぶらこ 2025/11/28(金) 00:01:37.32","この時代に人種差別とはな
俺はレイシストと中国人だけは許せねぇんだ",,,,,,ID:P63J3M4X0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0710 名無しどんぶらこ 2025/11/28(金) 00:01:57.57","ついでに移民全員引き取ってくれないか
邪魔なんだよ",,,,,,ID:nOt2hn7E0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0711 名無しどんぶらこ 2025/11/28(金) 00:02:02.28",">>682
そこが痛いと思ってんだろうね。中国もやられてるって嘘を情報発信することでイーブンに持ってこうって戦略",,>>682,,,,ID:3d5ndwcb0(1/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0712 名無しどんぶらこ 2025/11/28(金) 00:02:15.81","発言一つで中国と韓国にダメージ与えるとか高市有能すぎる
韓国に中国人旅行客をなすりつけてて笑ったわ
文句と被害を訴えてるのは一部の親中派だけだし",,,,,,ID:i9DSKHLD0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0713 名無しどんぶらこ 2025/11/28(金) 00:02:20.83",在日してる中国人は安全な中国に帰りましょう！,,,,,,ID:kwui4+sk0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0714 名無しどんぶらこ 2025/11/28(金) 00:02:44.72",これ厳重に抗議だろ。そんな国が隣にいるのだから、日本は早く核武装した方がいい。,,,,,,ID:Kj5q98iC0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0715 名無しどんぶらこ 2025/11/28(金) 00:03:17.96","日本はあなた方の言う通りヤバい国ですから
今日本にいる中国人全員強制送還したらどうですか?",,,,,,ID:KDyZG9kl0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0716 名無しどんぶらこ 2025/11/28(金) 00:03:27.32",日本は中国からの入国を鎖国してるからね,,,,,,ID:V+0Fl9Bt0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0717 名無しどんぶらこ 2025/11/28(金) 00:03:35.74",">>709
俺は差別と中国人が大嫌いなんだ",,>>709,,,,ID:A72sIhtS0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0718 名無しどんぶらこ 2025/11/28(金) 00:03:41.70",屈辱的な大喜利で心が痛いです,,,,,,ID:qxVXuBqg0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0719 名無しどんぶらこ 2025/11/28(金) 00:03:42.15","ODA含む多額の援助で経済が成長できたくせに偉そうに
大国気取りたいんなら黄砂を止めてからにしろ",,,,,,ID:LEbmosWW0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0720 名無しどんぶらこ 2025/11/28(金) 00:04:07.89","五毛ｗｗｗｗｗｗｗｗ息してる？ｗｗｗｗｗｗｗｗｗ
トランプネタどーした？ｗｗｗｗｗｗｗｗｗｗ",,,,,,ID:dqMJO6d40(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0721 名無しどんぶらこ 2025/11/28(金) 00:04:09.17",昨日紅葉狩り観光地に行ったらめちゃ中国人もいて今日本に来ていていいの？って心配になった,,,,,,ID:b+5j++B80,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0722 名無しどんぶらこ 2025/11/28(金) 00:04:14.11",">>712
岡田が無理くり話もっていって、アカヒが捻じ曲げて
勝手に怒りが有頂天で全力で崖に走っていく

おもしろすぎて見てて飽きない",,>>712,,,,ID:WKqeW+1W0(2/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0723 名無しどんぶらこ 2025/11/28(金) 00:04:35.89",">>680
こんなので43万回……",,>>680,,,,ID:MygyXtM10,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0724 名無しどんぶらこ 2025/11/28(金) 00:04:40.47",やはり香港大火災はあったんだ,,,,,,ID:ftB2i9JI0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0725 名無しどんぶらこ 2025/11/28(金) 00:04:57.31","ここのネトウヨとかいい例としてコピペされてそうやな
マジで日本の足を引っ張る事しかしねーなネトウヨな",,,,,,ID:C0vUjxmS0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0726 名無しどんぶらこ 2025/11/28(金) 00:05:03.70",今旅行に来てるのは、共産党政府に従わない親日旅行客の中国人であるわけだ。だとすればなぜ侮辱や暴行をする必要があるんだ？むしろ歓迎するわ。中国共産党が言うことはわけがわからん。,,,,,,ID:X6WC6NKN0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0727 名無しどんぶらこ 2025/11/28(金) 00:05:31.82","石破政権で外相が中国ビザ緩めたお陰でマナーの悪い観光客やら
中国人経営の民泊でゴミやら騒音やら家賃値上げやら迷惑行為が身近になったし来なくていいよ

麻薬組織もだけど英米が摘発した中国人の詐欺の犯罪組織もいたらしいし
日本でやらないでほしいわ一緒にされると迷惑",,,,,,ID:HsLg3/9A0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0728 名無しどんぶらこ 2025/11/28(金) 00:05:32.23",台湾人を狙った強盗事件があったけど、あれも中国人にカウントされてるんだろうな,,,,,,ID:0VdPJZhj0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0729 名無しどんぶらこ 2025/11/28(金) 00:05:34.20","中国人結構ウロウロしてるわ
支那野郎見たら一応日本語でクソ支那って聞こえるように言ってるが意味はわかってねーみたいだ",,,,,,ID:40+sPOA50,3,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0730 名無しどんぶらこ 2025/11/28(金) 00:05:43.68",">>718
大喜利大会も、もうすでにマンネリ気味なんだよね
更に油を注いできてほしい",,>>718,,,,ID:WKqeW+1W0(3/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0731 名無しどんぶらこ 2025/11/28(金) 00:06:07.58",">>673
マシとかはないどっちもいらない",,>>673,,,,ID:iavDJgKD0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0732 名無しどんぶらこ 2025/11/28(金) 00:06:10.97","https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4
https//youtube.com/shorts/KEzVKcgoquo?si=ZIWZw0oayAmSbbzf
天滅厨狂大朝鮮❕不要忘了六四天安門大屠殺❕不要忘了❕通州日本人大虐殺事件❕Free Tibet,Sherqiy Türkistan❕
人民総ヤクザ支那狂獣どもを地球上から一匹残らず殲滅せよ人民総ヤクザ支那凶獣どもを地球上から一匹残らず抹殺消去せよ
人民総ヤクザ支那害獣どもは自ら妄信した共産党の戦車により轢断死骸と化せ
人民総ヤクザ支那狂獣どもは自ら招いた環境破壊により知障・身障・奇形児を量産
人民総ヤクザ支那凶獣どもは自ら招いた砂漠化により灼熱の砂の中で生き埋めになれ
人民総ヤクザ支那害獣どもは食糧輸入を停止し計画育成によって強制堕胎した胎児を食み、自給自足を励行せよ
人民総ヤクザ支那狂獣どもは第二次文革を実施し、１３億匹の人民畜を直ちに粛清せよ
人民総ヤクザ支那凶獣どもはあらゆる文明機器を放棄し、人文道徳のみを学習せよ
人民総ヤクザ支那害獣どもは自ら築いた脆弱な建造物崩壊により、血塊・肉片と化せ
人民総ヤクザ支那凶獣どもは劣化コピー・知的所有権侵害を禁ずるために脳みそを摘出しhuaweiを埋め込め
人民総ヤクザ支那害獣どもは食糧問題を侵略・収奪ではなく、亜硝酸塩、メラミンミルク、地溝油、髪の毛醤油の摂取により解決せよ
人民総ヤクザ支那凶獣どもは軽挙妄動を封殺するために四肢を切断せよ
人民総ヤクザ支那害獣どもは死臭・腐敗臭に勝る体臭を巻き散さぬよう硫酸で毒皮を溶解せよ　どこでも排泄を防ぐため穴という穴を縫合せよ
人民総ヤクザ支那狂獣どもは直ちに自己批判と総括を行え
人民総ヤクザ支那狂獣どもを地球上から一匹残らず殲滅せよ人民総ヤクザ支那害蟲どもを地球上から一匹残らず屠殺せよ
東シナ海を人民総知恵遅れ魑魅魍魎シナ畜の水葬墓場にせよ❕✊👊
天安門広場と中南海にシナ蓄どもの屍塚を築き上げろ　人類であることを撤回せよ
シナチク凶獣共を皆殺しにしろ❕❕殺せ➖➖支那畜殲滅全消去全屠殺抹消",,,,,,ID:8y/n4dWw0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
