threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),js-ng-setting href,js-response href
"垢版
|
0116 名無しどんぶらこ 2025/11/27(木) 22:03:01.64","高市は嘘をつけないんだろうな
公明から三くだり半突きつけられたときの泣きそうな会見といい
怒ったりイキるときは声を低く荒らげるし
喋るとあっさり感情が出るって宰相に向いてねえよ",,,,ID:QxJDQtOX0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0117 名無しどんぶらこ 2025/11/27(木) 22:03:08.00","一般国民「森友問題って安倍の支持だったんじゃない」
ネトウヨ「そんなことよりウイグルガー」",,,,ID:ilwLED9i0(3/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0118 名無しどんぶらこ 2025/11/27(木) 22:03:09.91",">>6
木原尾崎ペアでなけりゃもたないだろな
お守りするのは大変だ",,>>6,,ID:is7gRCG+0(1/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0119 名無しどんぶらこ 2025/11/27(木) 22:03:19.43","高市は答弁によって口調を変えてるよね
どうしょうもない質問にはだらーと返答し、内心でここ切り取る所では意識してるよ",,,,ID:rYBPiWxs0(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0120 名無しどんぶらこ 2025/11/27(木) 22:04:02.72",高市は普通に駄目じゃね?,,,,ID:uv6lnvh60,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0121 名無しどんぶらこ 2025/11/27(木) 22:04:06.26","高市酷いな…
ネトウヨ相手にしてるときと変わんないじゃん

ちょっとは立場というものを考えろよ",,,,ID:Y1IgdDwt0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0122 名無しどんぶらこ 2025/11/27(木) 22:04:10.51","どっちも国民に直接関係する話じゃないから煽ってみた
…と思いたい",,,,ID:XPsN6JfU0(5/10),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0123 名無しどんぶらこ 2025/11/27(木) 22:04:15.94","企業団体献金の何が悪いんだ？
献金してもらえない立憲共産党の逆ギレ八つ当たりだろ？国会でやる事じゃない",,,,ID:4OHV6Uml0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0124 名無しどんぶらこ 2025/11/27(木) 22:04:29.81","そんなことだと！？
貴様らにあの時の私の気持ちは分かるまい！",,,,ID:nADTDFo80,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0125 名無しどんぶらこ 2025/11/27(木) 22:04:39.89",">>102
15秒間のショート動画しか見ないバカばっかりだから
無双なんてしてないのに高市無双とかいうサムネの動画見ただけで騙されるバカばっかり",,>>102,,ID:ilwLED9i0(4/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0126 名無しどんぶらこ 2025/11/27(木) 22:04:53.31","お前は何十年も前から言葉が軽いんだよ、ババア
ちゃんと知ってるぞ",,,,ID:XPpbfCO50(1/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0127 名無しどんぶらこ 2025/11/27(木) 22:05:02.83","安倍さんが不祥事でも失言でも支持され続けたのは国民に結果を示したからなんだよね

で、高市総理は結果を示せそうですか？",,,,ID:FXzpCAok0(6/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0128 名無しどんぶらこ 2025/11/27(木) 22:05:05.37",苦しすぎる言い訳やな,,,,ID:31qd589X0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0129 名無しどんぶらこ 2025/11/27(木) 22:05:29.18",バカに喋らせるなよ,,,,ID:b59wyYab0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0130 名無しどんぶらこ 2025/11/27(木) 22:05:44.28","対話中の話題転換で「そんな事より」ってのがどんだけ無礼な台詞か、
この官房長官も分からないってことは、総アホ内閣って事だな…",,,,ID:E7vwvnEp0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0131 名無しどんぶらこ 2025/11/27(木) 22:05:55.40",素直に適切な表現ではなかったと謝ればいいものを,,,,ID:31qd589X0(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0132 名無しどんぶらこ 2025/11/27(木) 22:06:50.38",">>122
定数削減は国民に直結する話のような…
だからこそ早急に決めるんじゃなくて選挙制度の設計の見直しも含めて時間をかけて議論すべきなんだけど高市総理と維新は軽視してる…",,>>122,,ID:FXzpCAok0(7/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0133 名無しどんぶらこ 2025/11/27(木) 22:07:20.08",">>131
昔から謝ったら死んじゃう病なのでいつもだんまりで逃げる",,>>131,,ID:XPpbfCO50(2/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0134 名無しどんぶらこ 2025/11/27(木) 22:07:53.36","立憲民主という名の国家転覆党がよ下らない揚げ足取りばっかりしてんじゃねえよ小学生かよ
まず自党から岡田なんて国賊排出したことを国民全体に謝罪しろや",,,,ID:KwrrzMAN0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0135 名無しどんぶらこ 2025/11/27(木) 22:08:04.09",">>123
高市サポの反日チョンカルト統一協会信者Ｂ乙",,>>123,,ID:hqnmkEzF0(3/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0136 名無しどんぶらこ 2025/11/27(木) 22:08:17.74",">>134
イオンの株価は上がってるけど",,>>134,,ID:JtVrgwPq0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0137 名無しどんぶらこ 2025/11/27(木) 22:08:49.32",">>21
アホすぎるな",,>>21,,ID:vNUYhicC0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0138 名無しどんぶらこ 2025/11/27(木) 22:08:56.92",言い訳が苦しすぎるやろ,,,,ID:lX8i7fTJ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0139 名無しどんぶらこ 2025/11/27(木) 22:09:37.96",そんなことよりやきうをしようぜ,,,,ID:iy+sdT9A0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0140 名無しどんぶらこ 2025/11/27(木) 22:09:44.62",安倍しぐさ,,,,ID:3R/eKQVx0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0141 名無しどんぶらこ 2025/11/27(木) 22:09:54.52",">>34
>>46
せい",,>>34,,ID:vNUYhicC0(2/2),,>>46,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0142 名無しどんぶらこ 2025/11/27(木) 22:09:57.54",またミンスが足引っ張ってんのか,,,,ID:cSKg5mYG0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0143 名無しどんぶらこ 2025/11/27(木) 22:10:00.35","そんなことよりは
高市の口癖だな",,,,ID:LeZ1jJzf0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0144 名無しどんぶらこ 2025/11/27(木) 22:10:02.68",">>134
高市サポの反日チョンカルト統一協会信者Ｄ乙",,>>134,,ID:hqnmkEzF0(4/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0145 名無しどんぶらこ 2025/11/27(木) 22:10:13.65","高市総理大臣は「まぁ」が尋常じゃなく多いよな
カンペに「まぁ」と書いてあるとは思えないし
官僚が一生懸命つくったカンペは無視してるのかな基本的にいつも",,,,ID:dtF5r7ey0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0146 名無しどんぶらこ 2025/11/27(木) 22:10:14.76","ネラーって大喜利が大好きなはずなのに
青筋立ててそうなマジレスが目立ってるのは草
ラブホ市長の時みたいに遊ぼうぜｗ",,,,ID:X/JF6az40(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0147 名無しどんぶらこ 2025/11/27(木) 22:10:20.16","これは明確な失言だと思うけど""謝ったら負け""って人種なんかね？
まぁそらマウントとるための服選びに数時間かけるような人物だもんな",,,,ID:FXzpCAok0(8/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0148 名無しどんぶらこ 2025/11/27(木) 22:10:21.27",そんなことより、どうやって高市早苗が引き起こした公害からの回復をはかるかを論じようぜ？,,,,ID:rB++sN9I0(1/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0149 名無しどんぶらこ 2025/11/27(木) 22:10:30.37",">>102
政府機密費",,>>102,,ID:nX6gZ0ZX0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0150 名無しどんぶらこ 2025/11/27(木) 22:10:55.07",木原や茂木みたいに本人は頭いいのに高市みたいなアホに仕えて失言のフォローしなきゃならない連中可哀想すぎる。,,,,ID:b59wyYab0(2/2),3,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0151 名無しどんぶらこ 2025/11/27(木) 22:11:11.45",「せっかくだから」でやってみよう,,,,ID:Lm+KFXNJ0(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0152 名無しどんぶらこ 2025/11/27(木) 22:11:17.13",高市「そんなことより私は寝てないんだ」,,,,ID:LqyO/mrb0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0153 名無しどんぶらこ 2025/11/27(木) 22:11:29.08","ネトウヨおる？
安倍のいう「あんな人たち」だけど質問ある？",,,,ID:w+cTd7X10,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0154 名無しどんぶらこ 2025/11/27(木) 22:11:35.21",">>1
そんなことよりも解散して民意を問いましょう
ワシは大阪都構想などに票を入れたつもりはないし
減反政策を支持した覚えもない
参院選挙で高市を支持してた層はそもそも自民党に入れてないはずだ",,>>1,,ID:5NUmt4DB0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0155 名無しどんぶらこ 2025/11/27(木) 22:11:36.13",">>88
ア…AUTO",,>>88,,ID:5vMugfp/0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0156 名無しどんぶらこ 2025/11/27(木) 22:11:39.15",そんなことよりサナ活しよーぜ！,,,,ID:HsXFTkCK0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0157 名無しどんぶらこ 2025/11/27(木) 22:11:55.25",">>150
頭がいい、ってなに、ピカピカに光ってるとかなの？ｗ
クリスマスのライトアップかｗ",,>>150,,ID:rB++sN9I0(2/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0158 名無しどんぶらこ 2025/11/27(木) 22:12:00.10","そんなことより今はウイグルだろ
（笑）",,,,ID:tb6LNB130(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0159 名無しどんぶらこ 2025/11/27(木) 22:12:27.80",">>150
今は爪を研ぐ時期だからな",,>>150,,ID:jLR3YE6X0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0160 名無しどんぶらこ 2025/11/27(木) 22:12:48.41",そんなことより高市早苗の捏造だろ？ｗ,,,,ID:rB++sN9I0(3/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0161 名無しどんぶらこ 2025/11/27(木) 22:12:48.71",ピカピカに光ってかっこいいのは昼間のパパだけby清志郎,,,,ID:Lm+KFXNJ0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0162 名無しどんぶらこ 2025/11/27(木) 22:13:02.60",調査結果を立憲に見せなくてもいいから日本国民には見せろや,,,,ID:KN2wOIoT0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0163 名無しどんぶらこ 2025/11/27(木) 22:13:13.17","なぜ話題を変える必要が？
正面から答えろよ　卑怯モンが",,,,ID:5vMugfp/0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0164 名無しどんぶらこ 2025/11/27(木) 22:13:16.72",そもそもそんなことよりも議員定数削減を是としたとして、議員定数削減については自民党内ですら纏まってないやん,,,,ID:FXzpCAok0(9/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0165 名無しどんぶらこ 2025/11/27(木) 22:13:36.63",">>2
ヤクザ式の?",,>>2,,ID:2s6IrxaB0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0166 名無しどんぶらこ 2025/11/27(木) 22:13:36.75","ろ、論点ずらし…
高市内閣さん…なぜ…",,,,ID:Z9yU9KUl0(1/8),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0167 名無しどんぶらこ 2025/11/27(木) 22:13:42.18","ピョン吉はもうお口にチャックをしておくべきじゃね

永遠に",,,,ID:tYker7wc0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0168 名無しどんぶらこ 2025/11/27(木) 22:13:46.76","そんなことよりで、
議員定数削減がクローズUPされた",,,,ID:rYBPiWxs0(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0169 名無しどんぶらこ 2025/11/27(木) 22:14:16.70",">>166
連立相手の維新直伝なんじゃね？
同じ関西だろうし",,>>166,,ID:FXzpCAok0(10/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0170 名無しどんぶらこ 2025/11/27(木) 22:15:07.79",そんなことは取るに足らぬことではないと閣議決定,,,,ID:vMR46EB60,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0171 名無しどんぶらこ 2025/11/27(木) 22:15:55.17","あ　ああいう人たち
そ　そんなことより
こ",,,,ID:JRe6gtU00,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0172 名無しどんぶらこ 2025/11/27(木) 22:15:57.94",これからは、自民党が何か言うたびに「そんなことより」で全部切り捨てられるなｗｗｗ,,,,ID:rB++sN9I0(4/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0173 名無しどんぶらこ 2025/11/27(木) 22:16:04.18","議員定数削減は維新の自己満だから興味ないんだわ

そんなことより不正資金やろ",,,,ID:+pGVmRJY0(1/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0174 名無しどんぶらこ 2025/11/27(木) 22:16:11.83",">>7
そんなことより聞いてくれ>7よ",,>>7,,ID:LIVwojJ00,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0175 名無しどんぶらこ 2025/11/27(木) 22:16:13.65","そんなことより先ずはパチンコなんとかしろ
（笑）",,,,ID:tb6LNB130(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0176 名無しどんぶらこ 2025/11/27(木) 22:16:29.76",そんなことないよ,,,,ID:Dgk6T5Jn0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0177 名無しどんぶらこ 2025/11/27(木) 22:16:30.35","定数削減は国民望んでるか？
自分の票が生きにくくなるのに。
首相感覚がおかしいでしょ。",,,,ID:gW/JA0330,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0178 名無しどんぶらこ 2025/11/27(木) 22:16:37.41",トランプはどんなめちゃくちゃ言っても許されるのに…,,,,ID:XPsN6JfU0(6/10),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
