threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-response,js-ng-setting href,js-response href
"垢版
|
0849 名無しどんぶらこ 2025/11/28(金) 01:57:37.46",発言以降なにもしてないのに叩かれるってめちゃくちゃだなw,,,,,,ID:9KDR9+nY0(1/8),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0850 名無しどんぶらこ 2025/11/28(金) 01:57:37.68",ここまできてもまだ現実の世界に帰ってこれないネトウヨやばすぎる,,,,,,ID:TqGpRWsw0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0851 名無しどんぶらこ 2025/11/28(金) 01:57:40.33",">>688
台湾の半導体だって幹部や技術者はアメリカに亡命させれば良いからな
むしろそっちの方がアメリカの国益になる
中国は領土と残った同胞が手に入る
お互いwinwin
日本は蚊帳の外",,>>688,,,,ID:SvZHj1J/0,,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0852 名無しどんぶらこ 2025/11/28(金) 01:57:57.26","日本政府は否定していなかったけ？
嘘つきだね。",,,,,,ID:sOXdM1SV0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0853 名無しどんぶらこ 2025/11/28(金) 01:58:06.23","まあ今のまま愛国者は盲信してればいいんじゃない
その人は韓国とは友好になりたいと思ってるからそう遠くない内にやっぱりコイツも売国奴だったと泣くことになるだろうし",,,,,,ID:Dx3iz/7Y0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0854 名無しどんぶらこ 2025/11/28(金) 01:58:07.83",">>826
しかもそれで済まんからなｗ
年金額も年々下がってるし
高齢者の医療費負担3割に上げようとしてるだろ

残業規制撤廃して死ぬまで働け
定年しても生きてたら、すぐ死ねって
言ってるようなもんだろコレｗ",,>>826,,,,ID:zVgIAPnq0(6/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0855 名無しどんぶらこ 2025/11/28(金) 01:58:22.98",">>4
あんなにぴょんぴょん大はしゃぎして媚びてたくらいだから
叱られたのは相当効いただろうなｗｗｗｗｗｗｗ

叱られた瞬間の壺市の顔想像すると笑えるｗｗｗｗｗ",,>>4,,,,ID:nIid771s0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0856 名無しどんぶらこ 2025/11/28(金) 01:58:29.57","外務省の役人は無能ババァのせいで大変やろな
共同にリークする気持ちわかるわｗ",,,,,,ID:voarWvPB0(7/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0857 名無しどんぶらこ 2025/11/28(金) 01:58:32.87","な！トランプなんてこの程度
散々いままで中国と対立煽りまくってた癖によ
レアアースでビビった途端に

トランプ『高市やめとけよ　あんま中国怒らせるなって　中国さんすいませんね！ウチの馬鹿がー』",,,,,,ID:ZVi9imLa0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0858 名無しどんぶらこ 2025/11/28(金) 01:58:55.07","中国外務省「正式な発言撤回なければ受け入れず」と強調　高市首相は党首討論で台湾有事「存立危機事態」言及せずも「言及しないことと撤回は別問題」
https://news.yahoo.c...f29a3d3077725a47d0ea

もう発言の撤回するしか無くね？",https://news.yahoo.co.jp/articles/4bb3d26ade1992b1c81bf29a3d3077725a47d0ea,https://news.yahoo.c...f29a3d3077725a47d0ea,,,,ID:9F8hdpux0(3/5),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0859 名無しどんぶらこ 2025/11/28(金) 01:58:55.54",">>846
とうかな？
早慶と神戸大に合格してるあたり、ペーパーテストら強いだろうか、軽く合格するだろう

実際早慶や東大の会計士と関わるとわかるけど、そのペーパーテストで学んだ知識はあるけど、それ以外は普通の人と同じよ？",,>>846,,,,ID:45/rCc9+0(8/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0860 名無しどんぶらこ 2025/11/28(金) 01:58:56.24","コロナウイルス被害で中国へ1京円損害賠償請求
2020年5月7日

コロナウイルス被害で世界各国で中国へ1京円の損害賠償請求

現在、米国、英国、イタリア、ドイツ、エジプト、インド、ナイジェリア、オーストラリアなど8ヵ国がコロナウイルス感染拡大
を招き自国に莫大な被害を与えたとして中国に対して損害賠償請求を準備していると外電が伝えています。賠償金額の総額は1京円を超える
と言われています。これは中国のGDPの7年分に相当します。米国では外国政府が被告として提訴された場合も裁判権免除となる
「主権免除」が適用されるため、トランプ大統領は中国の裁判権免除を外すよう裁判所に働きかけています。

中国政府は昨年12月にはコロナウイルス感染爆発の危険性は認識していました。春節の前に武漢を封鎖し、観光客の世界中への
渡航を禁止できたにもかかわらず、感染爆発の危険性を告発した医師を処罰しました。武漢政府からの報告を習近平北京政府は握り潰し
、北京政府が武漢市封鎖を命じた時は既に5000万人が武漢から出た後だったのです。

中国共産党独裁体制の情報統制の結果です。共産党が大好きな情報統制、人権蹂躙をやめてもらいたいですね。中国の政治経済体制を
民主化しなければいけないと思います。

中国が世界への軍事的脅威を止め他国への領土的野心を捨てチベット、ウイグルなどへの人権弾圧を即時に中止して台湾独立も認め、真の民主主義国家に
変われば中国にとって重すぎる1京円もの損害賠償請求はあるいはなくなるかもしれません。

（文責：佐藤健一）",,,,,,ID:tsagf8Hf0(6/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0861 名無しどんぶらこ 2025/11/28(金) 01:58:56.66",中国がまた朝日の捏造記事に騙されて一人相撲で踊り狂ってるだけなのが実態なんだが,,,,,,ID:OYcp6zDg0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0862 名無しどんぶらこ 2025/11/28(金) 01:59:07.55","●フランス人ジャーナリスト「日本は昔から不法密入国移民が混じった国家だとする参政党の神谷代表は正しい」
日本人の文化や性善説思考やお人好しを知り抜いた在日韓国朝鮮人や帰化半島人が中華帝国の手先化！

■西欧人が見た朝鮮人
人に危害、損害を与える事を成功と捉える恥を知らない朝鮮人
人の物を盗み嘘をつき騙す性向。朝鮮人を信じてはならい。人に損害を与えることは手柄と捉える恥を知らない者たち。

〇日本住人の１部は密入国者の反日子孫
『四百廿余名の密航鮮人／内地へ続々と侵入』 福岡日日 1938/1/30
『福岡沿岸に密航鮮人頻々／ブローカーと連絡／本年に入つて五百名』 福岡日日 1938/3/3
『また密航鮮人／西戸崎で六十五名逮捕』 福岡日日 1938/3/3

『密航鮮人四十名西戸崎に上陸（粕屋郡志賀島村）』 福岡日日 1938/3/29
『密航鮮人団上陸／トラック運転手の気転で大半は逮捕される（遠賀郡水巻村）』 福岡日日 1938/5/2
『鮮人の内地密航あの手この手／驚くべき大胆な玄海突破や九ヶ月苦心の方法』 神戸新聞 1938/5/21
『鮮人十五名が小倉へ密航（小倉市）』 福岡日日 1938/7/24
『密航鮮人団四十二名 悉く逮捕さる（宗像郡津屋崎町）』 福岡日日 1938/8/26
『・こ奴怪しい・六感的中／果して密航半島人！／海田市署の槍玉へ』 中国 1938/9/1
『密航鮮人丗一名一網打尽に（宗像郡神湊町）』 福岡日日 1938/12/17
『津屋崎沖に不敵な密航船／鮮人十八名を逮捕す（宗像郡津屋崎町）』 福岡日日 1938/12/20

『又も密航鮮人／怪船行方を晦ます』 福岡日日 1938/12/21
『九十余名の鮮人が密航／五十余名を検挙す（宗像郡岬村）』 福岡日日 1939/2/3
『密航半島人二名／倉橋島村で検挙す／発動機船で二十五名潜入／一味検挙に着手』 呉日日 1939/2/12",,,,,,ID:dpSNTOWa0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0863 名無しどんぶらこ 2025/11/28(金) 01:59:17.75",">>799
軽率なキチガイ高市が最高司令官だしな",,>>799,,,,ID:2qWayEoL0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0864 名無しどんぶらこ 2025/11/28(金) 01:59:24.85",">>851
そんな考えなら半導体規制なんか米国しないんだよなぁ…",,>>851,,,,ID:N5UHfhs70(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0865 名無しどんぶらこ 2025/11/28(金) 01:59:34.78","台湾有事は日本有事
前から総理大臣が言ってることじゃん",,,,,,ID:ydT6A4dD0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0866 名無しどんぶらこ 2025/11/28(金) 01:59:38.52","『半島人密航団か／怪機船倉橋島に出没／呉、江田島署が厳重捜査中』
中国日報 1939/2/13
『密航者丗八名八幡で捕はる（八幡市）』 福岡日日 1939/5/18
『密航半島人遠賀へ十九名（遠賀郡岡垣村）』 福岡日日 1939/6/5
『密航はしたけれど／途方に暮れる気の毒な鮮人／今度は逆戻り失敗（兵庫）』 神戸又新日報1939/6/20 夕

『密航青年を半島へ送還（兵庫協和会）』 大阪毎日 1939/6/20 神版
『全面的検挙は困難／県の密航鮮人狩り／今後は取締りを厳重に』 中国 1939/11/30
『手荷物の箱詰め人間／密航？の半島人、小倉で発見さる』 大阪毎日 1940/1/14 夕
824名無しどんぶらこ",,,,,,ID:dpSNTOWa0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0867 名無しどんぶらこ 2025/11/28(金) 01:59:59.02",まぁ社交辞令ってやつ,,,,,,ID:Lg/Lb1560,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0868 名無しどんぶらこ 2025/11/28(金) 02:00:05.26",">>791
終わってるのはお前の頭",,>>791,,,,ID:2mCZeG480(17/17),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0869 名無しどんぶらこ 2025/11/28(金) 02:00:25.78","世界の真ん中でバカ丸出しの日本外交

Presented by 壺市早苗

ほんと恥ずかしいな
軽すぎて情けない
ここまで堕ちたか日本は",,,,,,ID:OgMYpY+B0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0870 名無しどんぶらこ 2025/11/28(金) 02:00:34.00",">>861
何としても高市政権倒したい気持ちを共有して協力し合ってるんだから別にいいんじゃね",,>>861,,,,ID:jWvu1Mhr0(6/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0871 名無しどんぶらこ 2025/11/28(金) 02:01:09.09","たった一ヵ月ですげえやつだよ
鳩山すらはるかに凌駕する人材",,,,,,ID:KtA4BcRl0(1/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0872 名無しどんぶらこ 2025/11/28(金) 02:01:26.61",">>727
高市と心中する外務省の方が信用出来んわ",,>>727,,,,ID:PR8+lpVr0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0873 名無しどんぶらこ 2025/11/28(金) 02:01:50.31",">>852
WSJでは助言されたとなってたところだけ否定
共同では要請になってるけど助言より言葉が強いように思うが官房長官は反応するのかな",,>>852,,,,ID:AQSlyFnt0(5/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0874 名無しどんぶらこ 2025/11/28(金) 02:01:56.48",トランプが高市よりまともだったなんて,,,,,,ID:xSRcDMsm0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0875 名無しどんぶらこ 2025/11/28(金) 02:01:56.75",高市は才能がなかったね残念,,,,,,ID:2foxF/X50,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0876 名無しどんぶらこ 2025/11/28(金) 02:02:00.25",共同だからな…なんとも,,,,,,ID:COl+QicM0(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0877 名無しどんぶらこ 2025/11/28(金) 02:02:25.51",">>44
バカウヨが信じられるのって統一教会とその関係者の言葉だけなんでしょｗ",,>>44,,,,ID:nIid771s0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0878 名無しどんぶらこ 2025/11/28(金) 02:02:29.45","ヒョー （_（　 /⊃ヽ　 　（@∀@∩.. 　　 / ＿　＿＿/ ヽ
　.∧＿∧　し..＼＼＼　（⊃朝 ノ.　　　( /　`′　　 ヽ |
（@∀@∩　　＼＼＼＼ （_（　 /⊃.　　|/集近閉ﾀﾞﾒｾﾞｯﾀｲ| |
（⊃朝 ノ 　　 ＼＼＼＼　し´＼ 　 　/　　ノ) ヽ　　 Ｖ)
　（_（　 /⊃＼　　 ＼＼＼＼ ＼＼ ｜　 　(＿　　　　丿
　　　し´.＼＼＼　　 ＼(⌒)　　　　　 ｜　　ﾉ＿＿)　　|
　　　　　＼＼＼/⌒⌒　　/ /ﾉﾘ^ー-人　　 ヽ＿ノ　 ノ、＿",,,,,,ID:aiZ0EoxH0(14/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0879 名無しどんぶらこ 2025/11/28(金) 02:02:47.09","いやー日本版DOGEが楽しみすぎる
ここにも関係者がうじゃうじゃいそう
そりゃあ困るよなあ高市さんじゃww",,,,,,ID:9KDR9+nY0(2/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0880 名無しどんぶらこ 2025/11/28(金) 02:02:53.70","●不法移民 半島系密入国者の生活

25名無しどんぶらこ
垢版 | 大砲
2025/11/27(木) 23:47:04.94ID:ukz8E1tU0
WSJ以外も報道しまくりだが
ネトウヨさんはどう屁理屈こねるかな?ｗ

51名無しどんぶらこ
垢版 | 大砲
2025/11/27(木) 23:52:37.81ID:ukz8E1tU0
明日以降もいろんな所から報じられそうだなｗ
つか普通に考えたらWSJ以外からも出るのわかりそうなもんだが
バカウヨには無理だったかｗ

96名無しどんぶらこ
垢版 | 大砲
2025/11/28(金) 00:02:35.11ID:oWecoRzw0
ネトウヨの姫さっそく敗北してやんのｗ
就任して早々これとはお先真っ暗ですな


「💩ここにも沸いてる在日が家で使う朝鮮語、小声で）俺が嫌いか」
「鍵なんかかけやがって」
「うるさい！わしの勝手じゃ！」

「こっちこんかい」
「こっちこい」

「どいつもこいつもなめくさって！わしを誰やと思てけつかる！」
「梁切れ！梁切れ！」
「あんな、金、４万用意せぇ」

「ここで、蒲鉾工場やる」

「朝から晩まで、やりっぱなしか」
「アホぬかせ、そんな金あるか！」
「ここが気にいらんかったら、どこなと行かんかい！」",,,,,,ID:E39lEr7B0(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0881 名無しどんぶらこ 2025/11/28(金) 02:03:04.72","中共は高市降ろしたくてわざとキレてるんだろ
日本国民をビビらせてんだよ",,,,,,ID:FkM1FuDS0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0882 名無しどんぶらこ 2025/11/28(金) 02:03:05.59",日本のオールドメディアと反日連中が引き起こしてる。,,,,,,ID:GiJVQSYO0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0883 名無しどんぶらこ 2025/11/28(金) 02:03:09.03","要するに「助言」じゃなくて「エスカレート回避しろ」という要求、もっと言えば命令だった訳だろ？それを木原は一休のとんちみたいに「助言ではありませんでした」と言ってるだけ
こんなんアホな日本の大衆は騙せても国際社会には通用しないって",,,,,,ID:DO14PKAe0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0884 名無しどんぶらこ 2025/11/28(金) 02:03:09.27",">>836
中国擁護しとるオールドメディアのコメンテーターもあぶり出されるからわかりやすい
たとえば橋下とかw
岡田も高市が困った顔をするとみてあの質問をしたと思うけど、、高市ははっきりと言い切った
こういうのはスッキリジャパン",,>>836,,,,ID:7ii5FW2z0(6/6),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0885 名無しどんぶらこ 2025/11/28(金) 02:03:15.43",">>871
鳩山って自主防衛と
官僚主導の政治にメスを入れようとしたんだぞ

高市がやった事は
誰も頼んでもいないのに米中台を巻き込んで
台湾有事を起こしかねない事をやった
天と地の差がある",,>>871,,,,ID:zVgIAPnq0(7/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0886 名無しどんぶらこ 2025/11/28(金) 02:03:20.10","ほら～
「高市よくやった！トランプなど気にするな！
　日本は単独ででも中国と戦うぞ！」
散りばめていかないと理解されないよ？
みんな高市支持者には高市を駒と扱う壺が入ってるとは気付かないバイアス結構持ってるんだから",,,,,,ID:UfIeXw7w0(9/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0887 名無しどんぶらこ 2025/11/28(金) 02:03:31.94",">>10
カス在日帰化人お前殺すわ",,>>10,,,,ID:Z7QiBu800,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0888 名無しどんぶらこ 2025/11/28(金) 02:03:34.34",">>872
答弁の前に総理レクで台湾問題にはくれぐれも気をつけろと注意したのにやらかして外務官僚から見放されたのかもな",,>>872,,,,ID:AQSlyFnt0(6/9),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0889 名無しどんぶらこ 2025/11/28(金) 02:03:37.41",">>858
なんで？",,>>858,,,,ID:6G9WB0F20(4/7),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0890 名無しどんぶらこ 2025/11/28(金) 02:03:42.34","「えぇのお」
「-----脱げ」
「早う、脱がんかい」
「おい、酒や」

「豚が、あら食うて、その豚売って、こいつらは食うとる。何が悪いんや」
「働け！早うせい、働かんかい！」
「働け！早うせい、働かんかい！」
「早うせいよ、働け！」

「じゃかあしい、酒や」

「誰にもの言うてけつかる」
「残業代やと-----昔から蒲鉾職人はな、腕によって日給なんぼと
　決まっとるんじゃ、このぼけ！」

「ここで、蒲鉾工場やる」
「やる」
「なんや、おのれ-----」

「豚が、あら食うて、その豚売って、こいつらは食うとる。何が悪いんや」
「働け！早うせい、働かんかい！」
「働け！早うせい、働かんかい！」
「早うせいよ、働け！」

「働け！」
「元金はいつ返すつもりじゃ」
「アホぬかせ。半年延ばすんやったら、半年分の利息、持ってこんかい」
「-----お前、なんで子どもでけん」
「二年もおって、なんででけんのや」

「食え、食え、食って精つけて、わしの子ども産め」
「食え！食え！食え！」

映画　「血と骨」",,,,,,ID:E39lEr7B0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0891 名無しどんぶらこ 2025/11/28(金) 02:03:51.31",">>851
中国が太平洋に出ていくルートが増えることが大問題なんだわ
日本や台湾やフィリピンは中国を大陸から出さないための檻だからこそ
無茶苦茶軍事費かけて派兵してるわけで",,>>851,,,,ID:q7jhqwQO0(26/26),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0892 名無しどんぶらこ 2025/11/28(金) 02:04:18.58","💩高市内閣アンチや参政党アンチが下っ衆い理由

2025/01/28(火) 14:23:35.57ID:WpWBE3Yc
フジの人じゃないけど、テレビ局の関係者の人がね
崔監督が亡くなったときだった時期に
ちょっとおかしな話を言ってた

代表作の「血と骨」という映画の放送の話も
あったそうなのね
でもその話がなくなったんだって
日本人に在日朝,鮮人の歴史や日本に来た理由とか
生活文化や習慣とかが知られてしまうからダメみたいな
そういう意見が内部であるらしい
もう映画になってるし名作という評価だから本当に
おかしな話よね
でも在日の人が子供時代のことを思い出すから嫌だ
とか聞いた有名女優のDVと家庭内の強制強姦から
始まる映画で名優総出演らしい
実話ベースだから交番を襲撃するシーンもあって
迫力満点だとか
ひょっとしたらツタヤからも消えるかもしれない
とも言ってた
日本人は上映会をして歴史の勉強を
しておかないといけないかもね",,,,,,ID:E39lEr7B0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0893 名無しどんぶらこ 2025/11/28(金) 02:04:31.67",トカゲ婆婆を可及的速やかに辞職させるのがわーくにの国益なンだわ,,,,,,ID:eR5PQ1qQ0(12/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0894 名無しどんぶらこ 2025/11/28(金) 02:04:46.71","中国が勝手に首切るとか言い出して勝手に燃え上がってるだけな気がする
何勝手に騒いでんのって感じ
ウダウダ言ってねーでさっさと侵攻しろよ腰抜け",,,,,,ID:8DgmgvYL0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0895 名無しどんぶらこ 2025/11/28(金) 02:04:49.02",">>888
あれは感情的で失言だわな
始まりと終わりは定型句だったのに
まぁそこ狙って切り取ったマスゴミのせいでもあるが",,>>888,,,,ID:N5UHfhs70(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0896 名無しどんぶらこ 2025/11/28(金) 02:04:49.77","日本政府関係者(石破前総理)

これじゃねーの？",,,,,,ID:9SdTsjxt0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0897 名無しどんぶらこ 2025/11/28(金) 02:04:56.43","0060 名無シネマ＠上映中
あのウジ虫を吹き飛ばしながら食べていたレバーのようなものは何と言う食べ物ですか？
味とか、身体に良いとか、どんな感じのものなんですか？

0076 名無シネマ＠上映中
俺もウジ虫肉の意味が分らなかった。
わざわざ払ってから食べてるから、
ウジ食いたい訳では無いんだろうなあ。

0078 名無シネマ＠上映中
腐った豚肉は、原作にも出てきた。
読み直したら、俊平独自の健康食で、
薬草やショウガ、ニンニク、とうがらしが一緒に漬け込んであり、
他の人たちも誰も食べないどころか、気味悪がってたと書いてある。

俊平は他にも、生まれたての赤ん坊の最初の糞便や、
犬の関節の煮込み汁も、飲むとあるよ。
オエ〜。

792 名無シネマ＠上映中
ところで、俊平の好物のウジの湧いた肉片、ありゃなんですか？
朝鮮文化に詳しいかた、教えてよろ。",,,,,,ID:E39lEr7B0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0898 名無しどんぶらこ 2025/11/28(金) 02:06:17.41",">>884
存立危機事態ありえるで3歩進んで
総合的に判断するに戻って2歩下がった感ある",,>>884,,,,ID:6G9WB0F20(5/7),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0899 名無しどんぶらこ 2025/11/28(金) 02:06:21.42","高市「ワンワン！」
習近平「うるさいな・・・」
トランプ「こらっ！早苗静かに」
高市「くぅーん」",,,,,,ID:hRtMGUp20,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0900 名無しどんぶらこ 2025/11/28(金) 02:06:37.35",しかし高市政権潰れたらこの気色悪い信者共何処行くんだろうな,,,,,,ID:KtA4BcRl0(2/4),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0901 名無しどんぶらこ 2025/11/28(金) 02:06:56.08","ワイ的にはもう終わった話なんだが
次のネタ待ちよ
中共はしつこいから嫌い",,,,,,ID:vo22QSc/0(13/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0902 名無しどんぶらこ 2025/11/28(金) 02:07:46.75","ヨーロッパの記事を見ていると
「日本が、(アホな)失言して中国を怒らせた」
という内容で、日本を支持するなんて国は
どこにもない",,,,,,ID:HrwdY0OJ0(5/5),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0903 名無しどんぶらこ 2025/11/28(金) 02:07:57.25",">>900
石破政権の時は石破叩いて参政党持ち上げてるのが多かったな",,>>900,,,,ID:AQSlyFnt0(7/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0904 名無しどんぶらこ 2025/11/28(金) 02:08:02.50",">>849
なにもしてなくはないんだよね
自分らを少数与党に落とした金の問題を｢そんなこと｣と発言する大失態をかましてる
それ以前も中国の大合唱に消されてたけど凍結しただけの歳費5万円アップ案、激励したつもりでブラック企業の精神を見せた｢稼いで、稼いでね｣発言だの短期間なのにやらかしのペースがかなり早いから外交以前にそもそも問題があるよこの人",,>>849,,,,ID:a93TU56p0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0905 名無しどんぶらこ 2025/11/28(金) 02:08:06.56",もう株価動かす程の材料ではないからな,,,,,,ID:vo22QSc/0(14/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0906 名無しどんぶらこ 2025/11/28(金) 02:08:18.91",">>839
民間は春闘で5.2％上がるし
公務員も人事院勧告でそのくらい上がる
国会議員は見送りで上がらないということだろ
残業はしたくてもできなかった者は枠が広がるということだろ
したくない奴はしなきゃいいんだ
少しはニュースを見て現実社会を知ったらどうだプータロー",,>>839,,,,ID:lrynmvxR0,,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0907 名無しどんぶらこ 2025/11/28(金) 02:08:21.57",">>898
高市は最初から総合的に判断するて言ってるのにw",,>>898,,,,ID:sJZMDs/J0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0908 名無しどんぶらこ 2025/11/28(金) 02:08:32.93",">>900
シリカゲルみたいな水と一緒で
ネットが作り出した集団だから
まだまだ研究や論文の検証が追いつかずに
誰にも予想出来てないと思われます",,>>900,,,,ID:zimronhd0(19/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
